course_id,source_platform,name,description,provider_organization,level,duration_minutes,start_date,end_date,enrollment_type,status,course_url,internal_category,source,source_url,embedding_text,embedding_text_is_description_based
NSSTA-077,NSSTA,Parliamentary Procedure,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",New Delhi,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Parliamentary Procedure. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-078,NSSTA,Communication and presentation skills,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",IIPA/IIMC,ISS 2026 batch,,2026-06-08,2026-06-12,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Communication and presentation skills. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-079,NSSTA,Essentials of Survey Design: methodology & data processing/reporting,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",ISI Kolkata,ISS 2026 batch,,2026-06-15,2026-07-03,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Essentials of Survey Design: methodology & data processing/reporting. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-080,NSSTA,Macroeconomic Diagnostics (MDS) and Financial Programming & Policies (FPP),"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",SARRTAC,ISS 2026 batch,,2026-07-06,2026-07-24,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Macroeconomic Diagnostics (MDS) and Financial Programming & Policies (FPP). Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-081,NSSTA,Official Statistics (incl. agriculture module),"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",NSSTA/IASRI,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Official Statistics (incl. agriculture module). Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-082,NSSTA,Project Work,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",NSSTA,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Project Work. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-083,NSSTA,Office Procedure,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",ISTM,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Office Procedure. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-084,NSSTA,Advance IT,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",NSSTA/DIID/CDAC,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Advance IT. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-085,NSSTA,Basic & Advanced IT incl. NSS Data extraction,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",NSSTA through CBC,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Basic & Advanced IT incl. NSS Data extraction. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-086,NSSTA,President Meet,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",Rashtrapati Bhavan,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"President Meet. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-087,NSSTA,"Labour Market Situation in India, Gender Issues in Employment, Labour Law Reforms","Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",V.V. Giri National Labour Institute,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Labour Market Situation in India, Gender Issues in Employment, Labour Law Reforms. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-088,NSSTA,Activities of Labour Bureau Chandigarh; NAAA & SIHFW Shimla,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",Labour Bureau Chandigarh/NAAA/SIHFW,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Activities of Labour Bureau Chandigarh; NAAA & SIHFW Shimla. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-089,NSSTA,Foundation Course,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",MCRHRDI,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Foundation Course. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-090,NSSTA,Monitoring outcomes and evaluating impact,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",ASCI Hyderabad,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Monitoring outcomes and evaluating impact. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-091,NSSTA,Time Series and Applied Econometrics,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",ISEC Bengaluru,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Time Series and Applied Econometrics. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-092,NSSTA,Leadership and Management Training Programme,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",IIMs,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Leadership and Management Training Programme. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-093,NSSTA,"National security, internal security, forensic science","Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",CDTI Jaipur,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"National security, internal security, forensic science. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-094,NSSTA,"Data Analysis, Interpretation, and Visualization using R","Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",IITs,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Data Analysis, Interpretation, and Visualization using R. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-095,NSSTA,Financial Statistics,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",NIBM Pune,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Financial Statistics. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-096,NSSTA,"Applications of Geo-Spatial & Technology in Surveying, Monitoring, Programme Implementation","Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",NESAC/IIRS,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Applications of Geo-Spatial & Technology in Surveying, Monitoring, Programme Implementation. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-097,NSSTA,Ethics and Integrity in Public Service,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",IIT Mumbai/NIT Warangal/IISc/ICCG/CDAC,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Ethics and Integrity in Public Service. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-098,NSSTA,Foreign visit/exposure to developed NSOs,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",NSSTA,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Foreign visit/exposure to developed NSOs. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
NSSTA-099,NSSTA,Probationary training completion formalities,"Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",NSSTA,ISS 2026 batch,,TBD,TBD,open,0,,ISS Probationary,NSSTA Advance Training Calendar FY 2026-27,https://nssta.gov.in/offerings,"Probationary training completion formalities. Training for ISS probationers; module includes official statistics, survey methodologies, management, communication, general administration and IT.",True
do_1144751221174108161801,iGOT Karmayogi,Artificial Intelligence for Public Governance,,Kyndryl & Data Security Council of India,Beginner,162.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144751221174108161801/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Artificial Intelligence for Public Governance Offered by Kyndryl & Data Security Council of India. Level: Beginner.,False
do_1435133174226124811008,iGOT Karmayogi,Large Language Models: Concepts and Applications,,IIT Hyderabad,Beginner,91.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1435133174226124811008/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Large Language Models: Concepts and Applications Offered by IIT Hyderabad. Level: Beginner.,False
do_14367967480078336157,iGOT Karmayogi,Deep Tech and India,,ORF,Beginner,53.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_14367967480078336157/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Deep Tech and India Offered by ORF. Level: Beginner.,False
do_1142424672815677441135,iGOT Karmayogi,AI in Government: Transforming Public Service Delivery,,Indian Institute of Science (IISc) Bengaluru,Beginner,76.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1142424672815677441135/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,AI in Government: Transforming Public Service Delivery Offered by Indian Institute of Science (IISc) Bengaluru. Level: Beginner.,False
do_1145242891094835201284,iGOT Karmayogi,Artificial Intelligence for Karmayogis | AI for Smarter Governance,,Karmayogi Bharat,Beginner,94.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1145242891094835201284/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Artificial Intelligence for Karmayogis | AI for Smarter Governance Offered by Karmayogi Bharat. Level: Beginner.,False
do_1144314741016166401174,iGOT Karmayogi,YUVA AI for All,,India AI Mission,Beginner,230.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144314741016166401174/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,YUVA AI for All Offered by India AI Mission. Level: Beginner.,False
do_14371136825573376161,iGOT Karmayogi,Introduction to Artificial Intelligence,,IIT Madras,Beginner,62.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_14371136825573376161/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Introduction to Artificial Intelligence Offered by IIT Madras. Level: Beginner.,False
do_1143584122272481281396,iGOT Karmayogi,"Basics of Artificial Intelligence: Learning, Applications and Ethics (Hindi)",,Microsoft,Beginner,94.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1143584122272481281396/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,"Basics of Artificial Intelligence: Learning, Applications and Ethics (Hindi) Offered by Microsoft. Level: Beginner.",False
do_1144377652256768001186,iGOT Karmayogi,Use of Responsible AI in Administration (Hindi),,Wadhwani Foundation,Beginner,44.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144377652256768001186/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Use of Responsible AI in Administration (Hindi) Offered by Wadhwani Foundation. Level: Beginner.,False
do_114318843800133632145,iGOT Karmayogi,Artificial Intelligence in Finance,,XLRI,Beginner,104.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_114318843800133632145/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Artificial Intelligence in Finance Offered by XLRI. Level: Beginner.,False
do_1144371167997878272169,iGOT Karmayogi,Core Areas of Artificial Intelligence,,IIT Madras,Beginner,45.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144371167997878272169/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Core Areas of Artificial Intelligence Offered by IIT Madras. Level: Beginner.,False
do_1144765880866242561928,iGOT Karmayogi,YUVA AI for All (Hindi),,India AI Mission,Beginner,230.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144765880866242561928/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,YUVA AI for All (Hindi) Offered by India AI Mission. Level: Beginner.,False
do_11391672014338457611,iGOT Karmayogi,Cybersecurity,,upGrad,Beginner,176.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_11391672014338457611/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Cybersecurity Offered by upGrad. Level: Beginner.,False
do_114485182745616384147,iGOT Karmayogi,Cyber Security Fundamentals and National Initiatives,,NIELIT,Beginner,60.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_114485182745616384147/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Cyber Security Fundamentals and National Initiatives Offered by NIELIT. Level: Beginner.,False
do_1144326494177443840183,iGOT Karmayogi,Cybersecurity Fundamentals for Leaders,,NeGD,Beginner,51.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144326494177443840183/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Cybersecurity Fundamentals for Leaders Offered by NeGD. Level: Beginner.,False
do_1142432002191196161252,iGOT Karmayogi,Cybersecurity (Basic Level),,IIT Madras,Beginner,84.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1142432002191196161252/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Cybersecurity (Basic Level) Offered by IIT Madras. Level: Beginner.,False
do_1144433385736724480188,iGOT Karmayogi,CERT-In and Fundamentals of Cyber Hygiene,,NeGD,Beginner,70.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144433385736724480188/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,CERT-In and Fundamentals of Cyber Hygiene Offered by NeGD. Level: Beginner.,False
do_11431731643726233611211,iGOT Karmayogi,Staying Safe in Cyberspace,,CRPF,Beginner,130.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_11431731643726233611211/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Staying Safe in Cyberspace Offered by CRPF. Level: Beginner.,False
do_1144403087819890688158,iGOT Karmayogi,Cyber Hygiene Essentials,,JRRPF Academy,Beginner,113.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144403087819890688158/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Cyber Hygiene Essentials Offered by JRRPF Academy. Level: Beginner.,False
ext_114471827688087552171,iGOT Karmayogi,Foundations of Cybersecurity,,Google,Beginner,610.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471827688087552171/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Foundations of Cybersecurity Offered by Google. Level: Beginner.,False
do_1141560657414225921775,iGOT Karmayogi,Building Water Security: Revival of Water Sources (Marathi),,A T E Chandra Foundation,Beginner,73.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1141560657414225921775/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Building Water Security: Revival of Water Sources (Marathi) Offered by A T E Chandra Foundation. Level: Beginner.,False
do_1144408755027574784176,iGOT Karmayogi,Digital Personal Data Protection Act 2023: An Overview (Marathi),,Karmayogi Bharat,Beginner,117.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144408755027574784176/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Digital Personal Data Protection Act 2023: An Overview (Marathi) Offered by Karmayogi Bharat. Level: Beginner.,False
do_1144605637351915521162,iGOT Karmayogi,Introduction to Maharashtra Asset Registry System (Marathi),,Planning Department,Beginner,71.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144605637351915521162/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Introduction to Maharashtra Asset Registry System (Marathi) Offered by Planning Department. Level: Beginner.,False
do_113574903071662080178,iGOT Karmayogi,Do's and Don'ts for Government Employees - Hindi,,Institute of Secretariat Training and Management,Beginner,54.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_113574903071662080178/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Do's and Don'ts for Government Employees - Hindi Offered by Institute of Secretariat Training and Management. Level: Beginner.,False
do_1363681497528729611020,iGOT Karmayogi,Microsoft Excel Advanced,,Microsoft,Intermediate,229.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1363681497528729611020/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Microsoft Excel Advanced Offered by Microsoft. Level: Intermediate.,False
do_1363681486120550411019,iGOT Karmayogi,Microsoft Word Advanced,,Microsoft,Intermediate,169.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1363681486120550411019/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Microsoft Word Advanced Offered by Microsoft. Level: Intermediate.,False
do_1140994741049999361127,iGOT Karmayogi,Responsible Data Management,,DataDotOrg,Intermediate,118.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1140994741049999361127/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Responsible Data Management Offered by DataDotOrg. Level: Intermediate.,False
do_1143089865482649601691,iGOT Karmayogi,Fundamentals of Public Policy,,IIM Bangalore,Intermediate,141.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1143089865482649601691/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Fundamentals of Public Policy Offered by IIM Bangalore. Level: Intermediate.,False
do_1144371224734089216131,iGOT Karmayogi,Fundamentals of Generative Artificial Intelligence,,IIT Madras,Intermediate,58.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144371224734089216131/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Fundamentals of Generative Artificial Intelligence Offered by IIT Madras. Level: Intermediate.,False
do_1144065387771084801508,iGOT Karmayogi,AI Applications in Government,,NeGD,Intermediate,68.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1144065387771084801508/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,AI Applications in Government Offered by NeGD. Level: Intermediate.,False
do_11440583652548608011174,iGOT Karmayogi,AI Ethics in Good Governance (Hindi),,Wadhwani Foundation,Intermediate,73.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_11440583652548608011174/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,AI Ethics in Good Governance (Hindi) Offered by Wadhwani Foundation. Level: Intermediate.,False
ext_114471816202444800118,iGOT Karmayogi,Advanced Prompt Engineering for Everyone,,Vanderbilt University,Intermediate,520.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471816202444800118/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Advanced Prompt Engineering for Everyone Offered by Vanderbilt University. Level: Intermediate.,False
ext_114471818487185408124,iGOT Karmayogi,Build and Execute an Organisational AI Strategy,,Coursera,Intermediate,352.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471818487185408124/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Build and Execute an Organisational AI Strategy Offered by Coursera. Level: Intermediate.,False
ext_114471827876872192172,iGOT Karmayogi,AI for Education (Intermediate),,Kennesaw State University,Intermediate,325.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471827876872192172/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,AI for Education (Intermediate) Offered by Kennesaw State University. Level: Intermediate.,False
ext_114471829010751488181,iGOT Karmayogi,AI for Energy and Biomedical Applications,,University of Michigan,Intermediate,409.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471829010751488181/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,AI for Energy and Biomedical Applications Offered by University of Michigan. Level: Intermediate.,False
do_1142432175613706241256,iGOT Karmayogi,Cybersecurity (Intermediate Level),,IIT Madras,Intermediate,85.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1142432175613706241256/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Cybersecurity (Intermediate Level) Offered by IIT Madras. Level: Intermediate.,False
do_1142431111153991681157,iGOT Karmayogi,Emerging Technologies and Security,,IIT Madras,Intermediate,44.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/do_1142431111153991681157/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Emerging Technologies and Security Offered by IIT Madras. Level: Intermediate.,False
ext_114471829986787328184,iGOT Karmayogi,Strategy and Game Theory for Management,,IIM Ahmedabad,iGOT Marketplace,1962.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471829986787328184/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Strategy and Game Theory for Management Offered by IIM Ahmedabad. Level: iGOT Marketplace.,False
ext_114471828231954432176,iGOT Karmayogi,Leadership Skills,,IIM Ahmedabad,iGOT Marketplace,2771.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471828231954432176/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Leadership Skills Offered by IIM Ahmedabad. Level: iGOT Marketplace.,False
ext_114471817693544448133,iGOT Karmayogi,"Law, Governance, and Public Policy",,O.P. Jindal Global University,iGOT Marketplace,1117.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471817693544448133/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,"Law, Governance, and Public Policy Offered by O.P. Jindal Global University. Level: iGOT Marketplace.",False
ext_114471836936683520192,iGOT Karmayogi,Introduction to Quantum Information,,KAIST,iGOT Marketplace,648.0,,,open,0,https://portal.igotkarmayogi.gov.in/app/toc/ext_114471836936683520192/overview,,"DVET Sadhana Saptah iGOT Course List, published 2026-03-17",https://www.dvet.gov.in/wp-content/uploads/Desk/SADHANA-Saptah-iGOT-Course-List.pdf,Introduction to Quantum Information Offered by KAIST. Level: iGOT Marketplace.,False
